#p01    #fam01  #n01    #color01
83413   23      2780    3
83521   23      2784    4
83657   23      2788    5
83743   23      2791    6
83759   23      2791    7
84019   23      2800    8
84031   23      2801    1
84073   23      2802    2
84149   23      2804    3
84187   23      2806    4
84227   23      2807    5
84403   23      2813    6
84539   23      2817    7
84541   23      2818    8
84709   23      2823    1
84733   23      2824    2
84797   23      2826    3
84929   23      2830    4
85051   23      2835    5
85057   23      2835    6
85063   23      2835    7
85319   23      2843    8
85367   23      2845    1
85393   23      2846    2
85399   23      2846    3
85561   23      2852    4
85709   23      2856    5
85723   23      2857    6
85927   23      2864    7
85937   23      2864    8
86053   23      2868    1
86071   23      2869    2
86089   23      2869    3
86099   23      2869    4
86383   23      2879    5
86489   23      2882    6
86507   23      2883    7
86581   23      2886    8
86713   23      2890    1
86779   23      2892    2
86797   23      2893    3
86879   23      2895    4
87043   23      2901    5
87077   23      2902    6
87091   23      2903    7
87269   23      2908    8
87373   23      2912    1
87469   23      2915    2
87601   23      2920    3
87647   23      2921    4
87659   23      2921    5
87667   23      2922    6
87703   23      2923    7
88033   23      2934    8
88049   23      2934    1
88111   23      2937    2
88159   23      2938    3
88217   23      2940    4
88363   23      2945    5
88439   23      2947    6
88537   23      2951    7
88621   23      2954    8
88693   23      2956    1
88787   23      2959    2
88829   23      2960    3
88849   23      2961    4
89023   23      2967    5
89131   23      2971    6
89219   23      2973    7
89353   23      2978    8
89357   23      2978    1
89407   23      2980    2
89539   23      2984    3
89609   23      2986    4
89641   23      2988    5
89683   23      2989    6
89927   23      2997    7
89999   23      2999    8
90013   23      3000    1
90151   23      3005    2
90229   23      3007    3
90277   23      3009    4
90343   23      3011    5
90389   23      3012    6
90497   23      3016    7
90661   23      3022    8
90673   23      3022    1
90779   23      3025    2
90919   23      3030    3
91003   23      3033    4
91067   23      3035    5
91147   23      3038    6
91169   23      3038    7
91171   23      3039    8
91333   23      3044    1
91559   23      3051    2
91609   23      3053    3
91637   23      3054    4
91663   23      3055    5
91681   23      3056    6
91949   23      3064    7
91993   23      3066    8
92017   23      3067    1
92191   23      3073    2
92207   23      3073    3
92299   23      3076    4
92323   23      3077    5
92339   23      3077    6
92653   23      3088    7
92701   23      3090    8
92729   23      3090    1
92777   23      3092    2
92887   23      3096    3
92983   23      3099    4
92989   23      3099    5
93119   23      3103    6
93211   23      3107    7
93313   23      3110    8
93347   23      3111    1
93509   23      3116    2
93643   23      3121    3
93679   23      3122    4
93721   23      3124    5
93757   23      3125    6
93899   23      3129    7
93917   23      3130    8
93973   23      3132    1
94231   23      3141    2
94289   23      3142    3
94303   23      3143    4
94369   23      3145    5
94487   23      3149    6
94627   23      3154    7
94633   23      3154    8
94679   23      3155    1
94741   23      3158    2
94963   23      3165    3
95057   23      3168    4
95059   23      3168    5
95069   23      3168    6
95251   23      3175    7
95293   23      3176    8
95459   23      3181    1
95497   23      3183    2
95623   23      3187    3
95627   23      3187    4
95749   23      3191    5
95761   23      3192    6
95849   23      3194    7
95953   23      3198    8
96197   23      3206    1
96239   23      3207    2
96271   23      3209    3
96283   23      3209    4
96367   23      3212    5
96439   23      3214    6
96613   23      3220    7
96629   23      3220    8
96767   23      3225    1
96781   23      3226    2
96943   23      3231    3
97019   23      3233    4
97129   23      3237    5
97237   23      3241    6
97273   23      3242    7
97291   23      3243    8
97337   23      3244    1
97409   23      3246    2
97603   23      3253    3
97799   23      3259    4
97801   23      3260    5
97819   23      3260    6
97907   23      3263    7
97933   23      3264    8
98107   23      3270    1
98189   23      3272    2
98263   23      3275    3
98311   23      3277    4
98477   23      3282    5
98509   23      3283    6
98579   23      3285    7
98593   23      3286    8
98821   23      3294    1
98923   23      3297    2
98969   23      3298    3
98977   23      3299    4
99047   23      3301    5
99199   23      3306    6
99253   23      3308    7
99331   23      3311    8
99359   23      3311    1
99583   23      3319    2
99617   23      3320    3
99749   23      3324    4
99841   23      3328    5
99847   23      3328    6
99889   23      3329    7
99913   23      3330    8
100139  23      3337    1
100187  23      3339    2
100243  23      3341    3
100351  23      3345    4
100529  23      3350    5
100573  23      3352    6
100579  23      3352    7
100717  23      3357    8
100757  23      3358    1
100861  23      3362    2
100903  23      3363    3
100919  23      3363    4
101233  23      3374    5
101269  23      3375    6
101309  23      3376    7
101327  23      3377    8
101371  23      3379    1
101563  23      3385    2
101587  23      3386    3
101699  23      3389    4
101881  23      3396    5
101893  23      3396    6
101897  23      3396    7
101959  23      3398    8
102089  23      3402    1
102391  23      3413    2
102457  23      3415    3
102467  23      3415    4
102479  23      3415    5
102649  23      3421    6
102869  23      3428    7
102901  23      3430    8
103037  23      3434    1
103259  23      3441    2
103327  23      3444    3
103339  23      3444    4
103411  23      3447    5
103607  23      3453    6
103649  23      3454    7
103921  23      3464    8
104029  23      3467    1
104039  23      3467    2
104177  23      3472    3
104197  23      3473    4
104429  23      3480    5
104431  23      3481    6
104719  23      3490    7
104747  23      3491    8
104819  23      3493    1
104941  23      3498    2
105067  23      3502    3
105209  23      3506    4
105317  23      3510    5
105409  23      3513    6
105451  23      3515    7
105599  23      3519    8
105887  23      3529    1
105937  23      3531    2
105961  23      3532    3
105989  23      3532    4
106099  23      3536    5
106379  23      3545    6
106457  23      3548    7
106471  23      3549    8
106769  23      3558    1
106789  23      3559    2
106807  23      3560    3
106981  23      3566    4
107027  23      3567    5
107159  23      3571    6
107479  23      3582    7
107491  23      3583    8
107549  23      3584    1
107597  23      3586    2
107677  23      3589    3
107939  23      3597    4
108001  23      3600    5
108167  23      3605    6
108169  23      3605    7
108329  23      3610    8
108511  23      3617    1
108547  23      3618    2
108719  23      3623    3
108737  23      3624    4
108859  23      3628    5
109021  23      3634    6
109109  23      3636    7
109307  23      3643    8
109417  23      3647    1
109499  23      3649    2
109531  23      3651    3
109549  23      3651    4
109877  23      3662    5
109889  23      3662    6
110041  23      3668    7
110239  23      3674    8
110279  23      3675    1
110287  23      3676    2
110447  23      3681    3
110551  23      3685    4
110669  23      3688    5
110929  23      3697    6
111017  23      3700    7
111059  23      3701    8
111061  23      3702    1
111157  23      3705    2
111449  23      3714    3
111571  23      3719    4
111587  23      3719    5
111619  23      3720    6
111839  23      3727    7
112027  23      3734    8
112081  23      3736    1
112157  23      3738    2
112229  23      3740    3
112309  23      3743    4
112591  23      3753    5
112619  23      3753    6
112727  23      3757    7
112897  23      3763    8
112999  23      3766    1
113009  23      3766    2
113101  23      3770    3
113297  23      3776    4
113399  23      3779    5
113611  23      3787    6
113689  23      3789    7
113767  23      3792    8
113789  23      3792    1
113867  23      3795    2
114121  23      3804    3
114179  23      3805    4
114379  23      3812    5
114437  23      3814    6
114569  23      3818    7
114631  23      3821    8
114637  23      3821    1
114959  23      3831    2
115007  23      3833    3
115069  23      3835    4
115141  23      3838    5
115349  23      3844    6
115507  23      3850    7
115577  23      3852    8
115651  23      3855    1
115739  23      3857    2
115759  23      3858    3
116129  23      3870    4
116147  23      3871    5
116161  23      3872    6
116377  23      3879    7
116449  23      3881    8
116519  23      3883    1
116671  23      3889    2
116717  23      3890    3
116909  23      3896    4
117139  23      3904    5
117181  23      3906    6
117247  23      3908    7
117287  23      3909    8
117299  23      3909    1
117689  23      3922    2
117691  23      3923    3
117829  23      3927    4
117857  23      3928    5
118079  23      3935    6
118117  23      3937    7
118201  23      3940    8
118427  23      3947    1
118469  23      3948    2
118519  23      3950    3
118711  23      3957    4
118859  23      3961    5
118987  23      3966    6
118997  23      3966    7
119209  23      3973    8
119221  23      3974    1
119249  23      3974    2
119567  23      3985    3
119639  23      3987    4
119731  23      3991    5
119857  23      3995    6
119899  23      3996    7
120029  23      4000    8
120137  23      4004    1
120241  23      4008    2
120419  23      4013    3
120589  23      4019    4
120707  23      4023    5
120727  23      4024    6
120751  23      4025    7
121261  23      4042    8
121277  23      4042    1
121279  23      4042    2
121597  23      4053    3
121771  23      4059    4
121847  23      4061    5
121969  23      4065    6
122281  23      4076    7
122417  23      4080    8
122467  23      4082    1
122659  23      4088    2
122791  23      4093    3
122987  23      4099    4
123301  23      4110    5
123337  23      4111    6
123349  23      4111    7
123557  23      4118    8
123811  23      4127    1
124039  23      4134    2
124127  23      4137    3
124207  23      4140    4
124321  23      4144    5
124697  23      4156    6
124729  23      4157    7
124831  23      4161    8
125077  23      4169    1
125267  23      4175    2
125341  23      4178    3
125419  23      4180    4
125837  23      4194    5
125851  23      4195    6
125947  23      4198    7
126109  23      4203    8
126361  23      4212    1
126407  23      4213    2
126799  23      4226    3
126817  23      4227    4
126871  23      4229    5
126977  23      4232    6
127381  23      4246    7
127489  23      4249    8
127547  23      4251    1
127687  23      4256    2
127891  23      4263    3
128117  23      4270    4
128179  23      4272    5
128401  23      4280    6
128557  23      4285    7
128687  23      4289    8
128869  23      4295    1
128911  23      4297    2
129257  23      4308    3
129421  23      4314    4
129427  23      4314    5
129559  23      4318    6
129827  23      4327    7
129931  23      4331    8
130249  23      4341    1
130297  23      4343    2
130397  23      4346    3
130441  23      4348    4
130939  23      4364    5
130951  23      4365    6
130967  23      4365    7
131167  23      4372    8
131461  23      4382    1
131537  23      4384    2
131629  23      4387    3
131971  23      4399    4
132037  23      4401    5
132107  23      4403    6
132319  23      4410    7
132481  23      4416    8
132677  23      4422    1
132907  23      4430    2
132991  23      4433    3
133009  23      4433    4
133247  23      4441    5
133501  23      4450    6
133699  23      4456    7
133777  23      4459    8
133817  23      4460    1
134011  23      4467    2
134387  23      4479    3
134389  23      4479    4
134521  23      4484    5
134647  23      4488    6
134957  23      4498    7
135031  23      4501    8
135079  23      4502    1
135517  23      4517    2
135527  23      4517    3
135541  23      4518    4
135769  23      4525    5
136051  23      4535    6
136097  23      4536    7
136387  23      4546    8
136459  23      4548    1
136561  23      4552    2
136667  23      4555    3
137071  23      4569    4
137149  23      4571    5
137237  23      4574    6
137257  23      4575    7
137581  23      4586    8
137807  23      4593    1
137839  23      4594    2
138091  23      4603    3
138127  23      4604    4
138377  23      4612    5
138529  23      4617    6
138601  23      4620    7
138947  23      4631    8
138997  23      4633    1
139111  23      4637    2
139219  23      4640    3
139517  23      4650    4
139621  23      4654    5
139867  23      4662    6
139909  23      4663    7
140087  23      4669    8
140131  23      4671    1
140599  23      4686    2
140641  23      4688    3
140657  23      4688    4
140737  23      4691    5
141151  23      4705    6
141227  23      4707    7
141289  23      4709    8
141607  23      4720    1
141661  23      4722    2
141797  23      4726    3
141979  23      4732    4
142171  23      4739    5
142367  23      4745    6
142477  23      4749    7
142669  23      4755    8
142681  23      4756    1
142937  23      4764    2
143191  23      4773    3
143347  23      4778    4
143359  23      4778    5
143507  23      4783    6
143701  23      4790    7
144049  23      4801    8
144077  23      4802    1
144211  23      4807    2
144217  23      4807    3
144647  23      4821    4
144721  23      4824    5
144739  23      4824    6
145087  23      4836    7
145217  23      4840    8
145231  23      4841    1
145429  23      4847    2
145741  23      4858    3
145787  23      4859    4
145957  23      4865    5
146119  23      4870    6
146251  23      4875    7
146357  23      4878    8
146761  23      4892    1
146809  23      4893    2
146827  23      4894    3
146927  23      4897    4
147271  23      4909    5
147497  23      4916    6
147499  23      4916    7
147697  23      4923    8
147781  23      4926    1
148067  23      4935    2
148189  23      4939    3
148291  23      4943    4
148567  23      4952    5
148637  23      4954    6
148801  23      4960    7
148879  23      4962    8
149207  23      4973    1
149311  23      4977    2
149437  23      4981    3
149569  23      4985    4
149777  23      4992    5
149821  23      4994    6
150259  23      5008    7
150307  23      5010    8
150331  23      5011    1
150347  23      5011    2
150841  23      5028    3
150917  23      5030    4
150949  23      5031    5
151177  23      5039    6
151351  23      5045    7
151487  23      5049    8
151639  23      5054    1
151861  23      5062    2
152047  23      5068    3
152057  23      5068    4
152329  23      5077    5
152371  23      5079    6
152627  23      5087    7
152881  23      5096    8
152917  23      5097    1
153019  23      5100    2
153197  23      5106    3
153391  23      5113    4
153709  23      5123    5
153767  23      5125    6
153787  23      5126    7
153901  23      5130    8
154337  23      5144    1
154399  23      5146    2
154411  23      5147    3
154657  23      5155    4
154907  23      5163    5
154921  23      5164    6
155089  23      5169    7
155431  23      5181    8
155477  23      5182    1
155527  23      5184    2
155779  23      5192    3
155941  23      5198    4
156047  23      5201    5
156397  23      5213    6
156451  23      5215    7
156469  23      5215    8
156617  23      5220    1
156961  23      5232    2
157159  23      5238    3
157187  23      5239    4
157267  23      5242    5
157471  23      5249    6
157757  23      5258    7
157849  23      5261    8
158137  23      5271    1
158327  23      5277    2
158539  23      5284    3
158897  23      5296    4
159007  23      5300    5
159229  23      5307    6
159467  23      5315    7
159877  23      5329    8
159919  23      5330    1
160037  23      5334    2
160607  23      5353    3
160609  23      5353    4
160747  23      5358    5
161177  23      5372    6
161299  23      5376    7
161617  23      5387    8
161747  23      5391    1
161989  23      5399    2
162317  23      5410    3
162487  23      5416    4
162679  23      5422    5
162887  23      5429    6
163357  23      5445    7
163369  23      5445    8
163457  23      5448    1
164027  23      5467    2
164059  23      5468    3
164227  23      5474    4
164597  23      5486    5
164749  23      5491    6
165097  23      5503    7
165167  23      5505    8
165439  23      5514    1
165737  23      5524    2
165967  23      5532    3
166129  23      5537    4
166307  23      5543    5
166819  23      5560    6
166837  23      5561    7
166877  23      5562    8
167447  23      5581    1
167509  23      5583    2
167707  23      5590    3
168017  23      5600    4
168199  23      5606    5
168577  23      5619    6
168587  23      5619    7
168889  23      5629    8
169157  23      5638    1
169447  23      5648    2
169579  23      5652    3
169727  23      5657    4
170269  23      5675    5
170297  23      5676    6
170317  23      5677    7
170867  23      5695    8
170959  23      5698    1
171187  23      5706    2
171437  23      5714    3
171649  23      5721    4
172007  23      5733    5
172057  23      5735    6
172339  23      5744    7
172577  23      5752    8
172927  23      5764    1
173029  23      5767    2
173147  23      5771    3
173717  23      5790    4
173719  23      5790    5
173797  23      5793    6
174287  23      5809    7
174409  23      5813    8
174667  23      5822    1
174857  23      5828    2
175099  23      5836    3
175427  23      5847    4
175537  23      5851    5
175789  23      5859    6
175997  23      5866    7
176407  23      5880    8
176479  23      5882    1
177169  23      5905    2
177277  23      5909    3
177859  23      5928    4
178147  23      5938    5
178549  23      5951    6
179017  23      5967    7
179239  23      5974    8
179887  23      5996    1
179929  23      5997    2
180619  23      6020    3
180757  23      6025    4
181309  23      6043    5
181627  23      6054    6
181999  23      6066    7
182497  23      6083    8
182689  23      6089    1
183367  23      6112    2
183379  23      6112    3
184069  23      6135    4
184237  23      6141    5
184759  23      6158    6
185107  23      6170    7
185449  23      6181    8
185977  23      6199    1
186139  23      6204    2
186829  23      6227    3
186847  23      6228    4
187519  23      6250    5
187717  23      6257    6
188209  23      6273    7
188587  23      6286    8
188899  23      6296    1
189457  23      6315    2
189589  23      6319    3
190279  23      6342    4
190327  23      6344    5
190969  23      6365    6
191197  23      6373    7
191659  23      6388    8
192067  23      6402    1
192349  23      6411    2
192937  23      6431    3
193039  23      6434    4
193729  23      6457    5
193807  23      6460    6
194419  23      6480    7
194677  23      6489    8
195109  23      6503    1
195547  23      6518    2
195799  23      6526    3
196417  23      6547    4
196489  23      6549    5
197179  23      6572    6
197287  23      6576    7
197869  23      6595    8
198157  23      6605    1
198559  23      6618    2
199027  23      6634    3
199249  23      6641    4
199897  23      6663    5
199939  23      6664    6
200629  23      6687    7
200767  23      6692    8
201319  23      6710    1
201637  23      6721    2
202009  23      6733    3
202507  23      6750    4
202699  23      6756    5
203377  23      6779    6
203389  23      6779    7
204079  23      6802    8
204247  23      6808    1
204769  23      6825    2
205117  23      6837    3
205459  23      6848    4
205987  23      6866    5
206149  23      6871    6
206839  23      6894    7
206857  23      6895    8
207529  23      6917    1
207727  23      6924    2
208219  23      6940    3
208597  23      6953    4
208909  23      6963    5
209467  23      6982    6
209599  23      6986    7
210289  23      7009    8
210337  23      7011    1
210979  23      7032    2
211207  23      7040    3
211669  23      7055    4
212077  23      7069    5
212359  23      7078    6
212947  23      7098    7
213049  23      7101    8
213817  23      7127    1
214687  23      7156    2
215557  23      7185    3
216427  23      7214    4
217297  23      7243    5
218167  23      7272    6
219037  23      7301    7
219907  23      7330    8
220777  23      7359    1
221647  23      7388    2
222517  23      7417    3
223387  23      7446    4
224257  23      7475    5
225127  23      7504    6
225997  23      7533    7
226867  23      7562    8
227737  23      7591    1
228607  23      7620    2
229477  23      7649    3
230347  23      7678    4
231217  23      7707    5
232087  23      7736    6
232957  23      7765    7
233827  23      7794    8
234697  23      7823    1
235567  23      7852    2
236437  23      7881    3
237307  23      7910    4
238177  23      7939    5
239047  23      7968    6
239917  23      7997    7
240787  23      8026    8
241657  23      8055    1
242527  23      8084    2
243397  23      8113    3
244267  23      8142    4
245137  23      8171    5
246007  23      8200    6
246877  23      8229    7
247747  23      8258    8
248617  23      8287    1
249487  23      8316    2
250357  23      8345    3
251227  23      8374    4
252097  23      8403    5
252967  23      8432    6
253837  23      8461    7
254707  23      8490    8
255577  23      8519    1
256447  23      8548    2
257317  23      8577    3
258187  23      8606    4
259057  23      8635    5
259927  23      8664    6
260797  23      8693    7
261667  23      8722    8
262537  23      8751    1
263407  23      8780    2
264277  23      8809    3
265147  23      8838    4
266017  23      8867    5
266887  23      8896    6
267757  23      8925    7
268627  23      8954    8



#p29    #fam29  #n29    #color 29
29      29      0       1
59      29      1       2
89      29      2       3
119     29      3       4
149     29      4       5
179     29      5       6
203     29      6       7
209     29      6       8
239     29      7       1
269     29      8       2
299     29      9       3
319     29      10      4
329     29      10      5
359     29      11      6
377     29      12      7
389     29      12      8
413     29      13      1
419     29      13      2
449     29      14      3
479     29      15      4
493     29      16      5
509     29      16      6
539     29      17      7
551     29      18      8
569     29      18      1
599     29      19      2
623     29      20      3
629     29      20      4
649     29      21      5
659     29      21      6
667     29      22      7
689     29      22      8
719     29      23      1
749     29      24      2
767     29      25      3
779     29      25      4
809     29      26      5
833     29      27      6
839     29      27      7
841     29      28      8
869     29      28      1
899     29      29      2
929     29      30      3
959     29      31      4
979     29      32      5
989     29      32      6
1003    29      33      7
1019    29      33      8
1043    29      34      1
1049    29      34      2
1079    29      35      3
1109    29      36      4
1121    29      37      5
1139    29      37      6
1157    29      38      7
1169    29      38      8
1199    29      39      1
1229    29      40      2
1253    29      41      3
1259    29      41      4
1289    29      42      5
1309    29      43      6
1319    29      43      7
1349    29      44      8
1357    29      45      1
1379    29      45      2
1409    29      46      3
1439    29      47      4
1463    29      48      5
1469    29      48      6
1499    29      49      7
1513    29      50      8
1529    29      50      1
1547    29      51      2
1559    29      51      3
1589    29      52      4
1619    29      53      5
1639    29      54      6
1649    29      54      7
1673    29      55      8
1679    29      55      1
1691    29      56      2
1709    29      56      3
1711    29      57      4
1739    29      57      5
1769    29      58      6
1799    29      59      7
1829    29      60      8
1859    29      61      1
1883    29      62      2
1889    29      62      3
1919    29      63      4
1937    29      64      5
1949    29      64      6
1969    29      65      7
1979    29      65      8
2009    29      66      1
2023    29      67      2
2039    29      67      3
2047    29      68      4
2069    29      68      5
2093    29      69      6
2099    29      69      7
2129    29      70      8
2159    29      71      1
2189    29      72      2
2219    29      73      3
2249    29      74      4
2261    29      75      5
2279    29      75      6
2299    29      76      7
2303    29      76      8
2309    29      76      1
2327    29      77      2
2339    29      77      3
2369    29      78      4
2399    29      79      5
2429    29      80      6
2459    29      81      7
2489    29      82      8
2513    29      83      1
2519    29      83      2
2533    29      84      3
2549    29      84      4
2579    29      85      5
2581    29      86      6
2609    29      86      7
2629    29      87      8
2639    29      87      1
2669    29      88      2
2699    29      89      3
2717    29      90      4
2723    29      90      5
2729    29      90      6
2737    29      91      7
2759    29      91      8
2789    29      92      1
2819    29      93      2
2831    29      94      3
2849    29      94      4
2879    29      95      5
2909    29      96      6
2933    29      97      7
2939    29      97      8
2959    29      98      1
2969    29      98      2
2999    29      99      3
3029    29      100     4
3043    29      101     5
3059    29      101     6
3089    29      102     7
3107    29      103     8
3119    29      103     1
3143    29      104     2
3149    29      104     3
3179    29      105     4
3209    29      106     5
3239    29      107     6
3269    29      108     7
3289    29      109     8
3299    29      109     1
3329    29      110     2
3353    29      111     3
3359    29      111     4
3389    29      112     5
3401    29      113     6
3419    29      113     7
3427    29      114     8
3449    29      114     1
3451    29      115     2
3479    29      115     3
3497    29      116     4
3509    29      116     5
3539    29      117     6
3553    29      118     7
3563    29      118     8
3569    29      118     1
3599    29      119     2
3619    29      120     3
3629    29      120     4
3659    29      121     5
3689    29      122     6
3719    29      123     7
3749    29      124     8
3773    29      125     1
3779    29      125     2
3809    29      126     3
3839    29      127     4
3869    29      128     5
3887    29      129     6
3899    29      129     7
3929    29      130     8
3949    29      131     1
3959    29      131     2
3971    29      132     3
3983    29      132     4
3989    29      132     5
4019    29      133     6
4049    29      134     7
4063    29      135     8
4079    29      135     1
4109    29      136     2
4117    29      137     3
4139    29      137     4
4169    29      138     5
4193    29      139     6
4199    29      139     7
4229    29      140     8
4259    29      141     1
4277    29      142     2
4279    29      142     3
4289    29      142     4
4319    29      143     5
4321    29      144     6
4349    29      144     7
4379    29      145     8
4403    29      146     1
4409    29      146     2
4439    29      147     3
4469    29      148     4
4499    29      149     5
4529    29      150     6
4541    29      151     7
4559    29      151     8
4573    29      152     1
4589    29      152     2
4609    29      153     3
4613    29      153     4
4619    29      153     5
4649    29      154     6
4667    29      155     7
4679    29      155     8
4709    29      156     1
4739    29      157     2
4769    29      158     3
4799    29      159     4
4807    29      160     5
4823    29      160     6
4829    29      160     7
4859    29      161     8
4889    29      162     1
4919    29      163     2
4939    29      164     3
4949    29      164     4
4979    29      165     5
5009    29      166     6
5033    29      167     7
5039    29      167     8
5057    29      168     1
5069    29      168     2
5083    29      169     3
5099    29      169     4
5111    29      170     5
5129    29      170     6
5159    29      171     7
5189    29      172     8
5191    29      173     1
5219    29      173     2
5243    29      174     3
5249    29      174     4
5269    29      175     5
5279    29      175     6
5309    29      176     7
5339    29      177     8
5369    29      178     1
5399    29      179     2
5429    29      180     3
5447    29      181     4
5453    29      181     5
5459    29      181     6
5489    29      182     7
5497    29      183     8
5519    29      183     1
5549    29      184     2
5579    29      185     3
5593    29      186     4
5599    29      186     5
5609    29      186     6
5639    29      187     7
5663    29      188     8
5669    29      188     1
5681    29      189     2
5699    29      189     3
5729    29      190     4
5759    29      191     5
5789    29      192     6
5819    29      193     7
5837    29      194     8
5849    29      194     1
5873    29      195     2
5879    29      195     3
5909    29      196     4
5929    29      197     5
5939    29      197     6
5969    29      198     7
5999    29      199     8
6029    29      200     1
6059    29      201     2
6061    29      202     3
6083    29      202     4
6089    29      202     5
6103    29      203     6
6119    29      203     7
6149    29      204     8
6179    29      205     1
6187    29      206     2
6209    29      206     3
6227    29      207     4
6239    29      207     5
6251    29      208     6
6259    29      208     7
6269    29      208     8
6293    29      209     1
6299    29      209     2
6329    29      210     3
6359    29      211     4
6389    29      212     5
6419    29      213     6
6449    29      214     7
6479    29      215     8
6503    29      216     1
6509    29      216     2
6539    29      217     3
6569    29      218     4
6589    29      219     5
6599    29      219     6
6613    29      220     7
6617    29      220     8
6629    29      220     1
6659    29      221     2
6689    29      222     3
6713    29      223     4
6719    29      223     5
6749    29      224     6
6779    29      225     7
6809    29      226     8
6821    29      227     1
6839    29      227     2
6869    29      228     3
6877    29      229     4
6899    29      229     5
6919    29      230     6
6923    29      230     7
6929    29      230     8
6931    29      231     1
6959    29      231     2
6989    29      232     3
7007    29      233     4
7019    29      233     5
7049    29      234     6
7079    29      235     7
7109    29      236     8
7123    29      237     1
7133    29      237     2
7139    29      237     3
7169    29      238     4
7199    29      239     5
7229    29      240     6
7249    29      241     7
7259    29      241     8
7289    29      242     1
7319    29      243     2
7343    29      244     3
7349    29      244     4
7379    29      245     5
7391    29      246     6
7397    29      246     7
7409    29      246     8
7439    29      247     1
7469    29      248     2
7499    29      249     3
7529    29      250     4
7553    29      251     5
7559    29      251     6
7567    29      252     7
7579    29      252     8
7589    29      252     1
7619    29      253     2
7633    29      254     3
7649    29      254     4
7679    29      255     5
7709    29      256     6
7739    29      257     7
7763    29      258     8
7769    29      258     1
7787    29      259     2
7799    29      259     3
7801    29      260     4
7829    29      260     5
7859    29      261     6
7889    29      262     7
7909    29      263     8
7919    29      263     1
7949    29      264     2
7961    29      265     3
7973    29      265     4
7979    29      265     5
8009    29      266     6
8039    29      267     7
8069    29      268     8
8099    29      269     1
8129    29      270     2
8143    29      271     3
8159    29      271     4
8177    29      272     5
8183    29      272     6
8189    29      272     7
8219    29      273     8
8239    29      274     1
8249    29      274     2
8257    29      275     3
8279    29      275     4
8309    29      276     5
8339    29      277     6
8369    29      278     7
8393    29      279     8
8399    29      279     1
8429    29      280     2
8459    29      281     3
8489    29      282     4
8519    29      283     5
8531    29      284     6
8549    29      284     7
8567    29      285     8
8569    29      285     1
8579    29      285     2
8603    29      286     3
8609    29      286     4
8639    29      287     5
8653    29      288     6
8669    29      288     7
8671    29      289     8
8699    29      289     1
8729    29      290     2
8759    29      291     3
8789    29      292     4
8813    29      293     5
8819    29      293     6
8849    29      294     7
8879    29      295     8
8899    29      296     1
8909    29      296     2
8939    29      297     3
8947    29      298     4
8957    29      298     5
8969    29      298     6
8999    29      299     7
9023    29      300     8
9029    29      300     1
9059    29      301     2
9089    29      302     3
9101    29      303     4
9119    29      303     5
9149    29      304     6
9163    29      305     7
9179    29      305     8
9209    29      306     1
9229    29      307     2
9233    29      307     3
9239    29      307     4
9269    29      308     5
9347    29      311     6
9443    29      314     7
9541    29      318     8
9559    29      318     1
9637    29      321     2
9653    29      321     3
9671    29      322     4
9673    29      322     5
9737    29      324     6
9863    29      328     7
9889    29      329     8
10073   29      335     1
10127   29      337     2
10183   29      339     3
10219   29      340     4
10241   29      341     5
10283   29      342     6
10327   29      344     7
10411   29      347     8
10493   29      349     1
10517   29      350     2
10549   29      351     3
10693   29      356     4
10703   29      356     5
10811   29      360     6
10879   29      362     7
10907   29      363     8
10913   29      363     1
11017   29      367     2
11123   29      370     3
11203   29      373     4
11209   29      373     5
11281   29      376     6
11297   29      376     7
11333   29      377     8
11381   29      379     1
11539   29      384     2
11543   29      384     3
11687   29      389     4
11707   29      390     5
11713   29      390     6
11753   29      391     7
11869   29      395     8
11951   29      398     1
11963   29      398     2
12077   29      402     3
12151   29      405     4
12173   29      405     5
12199   29      406     6
12223   29      407     7
12383   29      412     8
12397   29      413     1
12467   29      415     2
12521   29      417     3
12529   29      417     4
12593   29      419     5
12733   29      424     6
12803   29      426     7
12857   29      428     8
12859   29      428     1
13013   29      433     2
13021   29      434     3
13087   29      436     4
13091   29      436     5
13189   29      439     6
13223   29      440     7
13243   29      441     8
13247   29      441     1
13433   29      447     2
13519   29      450     3
13637   29      454     4
13643   29      454     5
13661   29      455     6
13753   29      458     7
13777   29      459     8
13849   29      461     1
13853   29      461     2
13891   29      463     3
14027   29      467     4
14063   29      468     5
14179   29      472     6
14231   29      474     7
14263   29      475     8
14273   29      475     1
14417   29      480     2
14467   29      482     3
14483   29      482     4
14509   29      483     5
14693   29      489     6
14761   29      492     7
14773   29      492     8
14801   29      493     1
14807   29      493     2
14839   29      494     3
14903   29      496     4
15113   29      503     5
15157   29      505     6
15169   29      505     7
15197   29      506     8
15283   29      509     1
15323   29      510     2
15371   29      512     3
15499   29      516     4
15533   29      517     5
15587   29      519     6
15631   29      521     7
15743   29      524     8
15793   29      526     1
15829   29      527     2
15847   29      528     3
15941   29      531     4
15953   29      531     5
15977   29      532     6
16159   29      538     7
16163   29      538     8
16303   29      543     1
16367   29      545     2
16373   29      545     3
16489   29      549     4
16501   29      550     5
16511   29      550     6
16537   29      551     7
16583   29      552     8
16757   29      558     1
16793   29      559     2
16813   29      560     3
16819   29      560     4
17003   29      566     5
17081   29      569     6
17147   29      571     7
17149   29      571     8
17213   29      573     1
17227   29      574     2
17323   29      577     3
17371   29      579     4
17423   29      580     5
17479   29      582     6
