#x,y,z,prime,color
x,y,z,prime,pcolor
01,01,1267,38011,BLUE
01,01,12671,380131,BLUE
01,01,12675,380251,BLUE
01,01,12677,380311,BLUE
01,01,12682,380461,BLUE
01,01,12688,380641,BLUE
01,01,12696,380881,BLUE
01,01,12699,380971,BLUE
01,01,12700,381001,BLUE
01,01,12702,381061,BLUE
01,01,12706,381181,BLUE
01,01,12710,381301,BLUE
01,01,12716,381481,BLUE
01,01,12718,381541,BLUE
01,01,12721,381631,BLUE
01,01,12728,381841,BLUE
01,01,12733,381991,BLUE
01,01,12734,382021,BLUE
01,01,12739,382171,BLUE
01,01,12741,382231,BLUE
01,01,12745,382351,BLUE
01,01,12754,382621,BLUE
01,01,1276,38281,BLUE
01,01,12760,382801,BLUE
